"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8XY4LQ3C","journalArticle","2024","Ahadian, Pegah; Xu, Wei; Wang, Sherry; Guan, Qiang","Adopting Trustworthy AI for Sleep Disorder Prediction: Deep Time Series Analysis with Temporal Attention Mechanism and Counterfactual Explanations","","","","","http://arxiv.org/pdf/2412.18971v1","","2024","2025-07-28 09:56:13","2025-07-28 09:56:13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KLU2M83E","journalArticle","2024","Cao, Fanpu; Yang, Shu; Chen, Zhengjian; Liu, Ye; Cui, Laizhong","Ister: Inverted Seasonal-Trend Decomposition Transformer for Explainable Multivariate Time Series Forecasting","","","","","http://arxiv.org/pdf/2412.18798v2","In long-term time series forecasting, Transformerbased models have achieved great success, due to its ability to capture long-range dependencies. However, existing models face challenges in identifying critical components for prediction, leading to limited interpretability and suboptimal performance. To address these issues, we propose the Inverted Seasonal-Trend Decomposition Transformer (Ister), a novel Transformer-based model for multivariate time series forecasting. Ister decomposes time series into seasonal and trend components, further modeling multi-periodicity and inter-series dependencies using a Dual Transformer architecture. We introduce a novel Dot-attention mechanism that improves interpretability, computational efficiency, and predictive accuracy. Comprehensive experiments on benchmark datasets demonstrate that Ister outperforms existing state-of-theart models, achieving up to 10% improvement in MSE. Moreover, Ister enables intuitive visualization of component contributions, shedding lights on model’s decision process and enhancing transparency in prediction results.","2024","2025-07-28 09:56:13","2025-08-18 09:14:03","","","","","","","","","","","","","","","","","","","","","","","","/Users/jensreil/Zotero/storage/5JIJBS3B/Cao et al. - 2024 - Ister Inverted Seasonal-Trend Decomposition Transformer for Explainable Multivariate Time Series Fo.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATM7XFIK","journalArticle","2024","Xu, Haowen; Boyaci, Ali; Lian, Jianming; Wilson, Aaron","Explainable AI for Multivariate Time Series Pattern Exploration: Latent Space Visual Analytics with Temporal Fusion Transformer and Variational Autoencoders in Power Grid Event Diagnosis","","","","","http://arxiv.org/pdf/2412.16098v2","","2024","2025-07-28 09:56:13","2025-07-28 09:56:13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YAR8JJ83","journalArticle","2024","Coulombe, Philippe Goulet; Goebel, Maximilian; Klieber, Karin","Dual Interpretation of Machine Learning Forecasts","","","","","http://arxiv.org/pdf/2412.13076v1","","2024","2025-07-28 09:56:13","2025-07-28 09:56:13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXICKQ8W","journalArticle","2024","Chakraborty, Sanjay; Delibasoglu, Ibrahim; Heintz, Fredrik","EDformer: Embedded Decomposition Transformer for Interpretable Multivariate Time Series Predictions","","","","","http://arxiv.org/pdf/2412.12227v1","Time series forecasting is a crucial challenge with significant applications in areas such as weather prediction, stock market analysis, and scientific simulations. This paper introduces an embedded decomposed transformer, ’EDformer’, for multivariate time series forecasting tasks. Without altering the fundamental elements, we reuse the Transformer architecture and consider the capable functions of its constituent parts in this work. Edformer first decomposes the input multivariate signal into seasonal and trend components. Next, the prominent multivariate seasonal component is reconstructed across the reverse dimensions, followed by applying the attention mechanism and feed-forward network in the encoder stage. In particular, the feed-forward network is used for each variable frame to learn nonlinear representations, while the attention mechanism uses the time points of individual seasonal series embedded within variate frames to capture multivariate correlations. Therefore, the trend signal is added with projection and performs the final forecasting. The EDformer model obtains state-of-the-art predicting results in terms of accuracy and efficiency on complex real-world time series datasets. This paper also addresses model explainability techniques to provide insights into how the model makes its predictions and why specific features or time steps are important, enhancing the interpretability and trustworthiness of the forecasting results.","2024","2025-07-28 09:56:13","2025-08-18 09:14:24","","","","","","","","","","","","","","","","","","","","","","","","/Users/jensreil/Zotero/storage/KZU2WP9M/Chakraborty et al. - 2024 - EDformer Embedded Decomposition Transformer for Interpretable Multivariate Time Series Predictions.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZDD9EW54","journalArticle","2024","Refoyo, Mario; Luengo, David","Multi-SpaCE: Multi-Objective Subsequence-based Sparse Counterfactual Explanations for Multivariate Time Series Classification","","","","","http://arxiv.org/pdf/2501.04009v2","","2024","2025-07-28 09:56:13","2025-07-28 09:56:13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLF4HGUC","journalArticle","2024","Karunanethy, Mukesh; Rengaswamy, Raghunathan; Panchagnula, Mahesh V.","Upstream flow geometries can be uniquely learnt from single-point turbulence signatures","","","","","http://arxiv.org/pdf/2412.10630v1","","2024","2025-07-28 09:56:13","2025-07-28 09:56:13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ABCQPGNK","journalArticle","2024","Cádiz-Leyton, Martina; Cabrera-Vives, Guillermo; Protopapas, Pavlos; Moreno-Cartagena, Daniel; Donoso-Oliva, Cristobal; Becker, Ignacio","Uncertainty estimation for time series classification: Exploring predictive uncertainty in transformer-based models for variable stars","","","","","http://arxiv.org/pdf/2412.10528v1","","2024","2025-07-28 09:56:13","2025-07-28 09:56:13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QZI4WZ4W","journalArticle","2024","Li, Shijun; Hasson, Hilaf; Hu, Jing; Ghosh, Joydeep","Goal-Conditioned Supervised Learning for Multi-Objective Recommendation","","","","","http://arxiv.org/pdf/2412.08911v3","","2024","2025-07-28 09:56:13","2025-07-28 09:56:13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MV4FVDME","journalArticle","2024","Geissler, Daniel; Zhou, Bo; Lukowicz, Paul","Strategies and Challenges of Efficient White-Box Training for Human Activity Recognition","","","","","http://arxiv.org/pdf/2412.08507v1","","2024","2025-07-28 09:56:13","2025-07-28 09:56:13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
