Code,Description,Budget,Cordis Link,Website
"Intrinsically disordered proteins in health and disease: mechanisms, molecular context and opportunities for drug discovery","Proteins dictate virtually all cellular processes. To do so, precise 3D-structures that fit to their binding partners are exploited. However, up to 40% of the human proteome exist in disordered, dynamic ensembles of states mandatory for function. These so-called intrinsically disordered protein and regions (IDPs) play crucial roles in most aspects of life. They mediate tens of thousands of protein-protein interactions involved in cell signaling, scaffolding, transcription, membrane-less organelles and more. While the pivotal role of IDPs in biology is recognized, most of their functions remains unexplored. The time is now ripe for the next frontier, decomposing protein-protein interactions involving IDPs on a large scale. Importantly, IDPs are emerging drug targets for treating complex diseases: cancer, neurodegenerative disorders, metabolic syndromes and viral diseases, afflicting an ageing European population. The evolving field demands a new generation of experts to take the lead in developing different types of drugs targeting IDP interactions. This MSCA DN project aims to educate ten doctoral students within this evolving field by tackling outstanding questions. In particular, we will delineate the role of context in interactions involving IDPs, including flanking regions, folded domains, disease-related mutations, and aberrant cellular signaling and also design peptide-based ligands based on disordered regions that can potentially be further developed into drugs or molecular probes. A team of 14 established scientists from seven academic institutes and five companies, with excellent experience in supervision and cutting edge knowledge on IDPs and experimental and computational techniques will form IDPro. IDPro constitutes an exceptional network where the PhD students can mature and obtain scientific excellence in academic as well as non-academic settings. IDPro will strengthen the future academic and biotech labor force of the European union.",2741990.4,https://cordis.europa.eu/project/id/101119633,na
Vibro-Acoustic Model Order Reduction,"VAMOR contributes to a more sustainable and quieter future for Europe. Noise pollution has arisen as one of the key factors towards the degradation of the quality of life in European societies. Adding noise treatments commonly leads to an increase in mass and/or volume usage, harming the sustainability of the respective products, e.g. leading to heavier vehicles. To avoid such solutions and striving for the sustainability and optimal acoustic behaviour of products, vibro-acoustic design needs to be pushed earlier in their design phase. Additionally, product sustainability can be also enhanced by exploiting the information included in sound waves emitted during their operation, detecting potential malfunctions. In that context, efficient physics-based sound modelling is a key enabler towards not only optimized and sustainable acoustic profiles through efficient design procedures, but also affordable so-called digital twins that monitor product performance in real time. To this end, the overarching goal of VAMOR is to provide high level scientific and transferable skills training on a new generation of efficient vibro-acoustic modelling techniques, so-called model order reduction (MOR) strategies, to a group of high achieving, competent doctoral candidates to promote a quieter and more sustainable environment. This will be achieved by combining an excellent research programme with an exemplary interdisciplinary training programme. VAMOR brings together a remarkable consortium, which combines research leading academic institutions with a constantly innovating, wide variety of industrial partners working on software, material, testing, design and sound enhancement. By deploying such an inter-sectorial, multi-disciplinary consortium, VAMOR guarantees the creation of a coordinated research environment to develop and exploit novel tools for the efficient simulation of noise and vibration and promote sustainability and acoustic comfort of products.",2783606.4,https://cordis.europa.eu/project/id/101119903,na
Real-time inversion using self-explainable deep learning driven by expert knowledge,"Inverse problems use partial differential equations (PDEs) to establish links between unknown parameters and experimental data. They find extensive applications, such as assessing cancer growth, ensuring the safety of civil infrastructure, and enhancing geothermal energy production. Nonetheless, Deep Learning (DL) approaches for PDEs come with limitations, notably a lack of theoretical foundation and interpretability, which impedes their integration into high-stakes applications. The MSCA-funded IN-DEEP project unites doctoral candidates and scientists with the goal of training postgraduates in crafting, implementing, and harnessing knowledge-driven Deep Learning algorithms. These algorithms aim to swiftly and accurately address inverse problems driven by PDEs. IN-DEEP is committed to developing advanced DL-based solvers for PDEs with substantial societal and industrial relevance.",2046614.4,https://cordis.europa.eu/project/id/101119556,http://www.ehu.es/
Chemistry improvement thanks to Separation by membrane processes,"Two of the major hurdles for the chemical industry transition toward the “chemical factory of the future” are the ability to design (i) efficient and selective catalytic transformations of renewables and (ii) eco-efficient separation processes to retrieve and purify the product(s) and catalyst(s). Future generations of researchers (academic &industry) will need to be trained and equipped with these expertise that constitute the main goal of ChimSep. ChimSep aims at establishing an inter-disciplinary and inter-sectoral European Joint Doctorate programme offering challenging and innovative research and training in sustainable catalytic synthesis and sustainable membrane separation processes. The network is based on 7 academics, 7 industrials partners and 1 bio-economy cluster. Such a network gathering internationally renowned experts in the two topics has never been built-up and carried in Europe. ChimSep will implement an unprecedented and high-level training programme in order to provide the 13 Doctorate Candidates (DC) with a double culture/competency in both chemical synthesis and membrane separation. The capability of future European researchers to work at the interface of different domains and to master the entire process chain is a key to increase the competitiveness of European chemical research and industry by the progressive replacement of distillation by membrane processes at least 10 times less energy consuming. Each DC will benefit from training through a research project conducted in two academic sites plus a secondment in industry. DCs will acquire complementary soft skills provided during network events, interdisciplinary summer schools, workshops and a collective research project. All DCs will be hosted few months by industrials. Furthermore, ChimSep has designed an innovative supervision policy to favour fruitful exchanges between DC and senior scientists providing an exceptional training experience, through extensive research and complementary skills development.",3379543.2,https://cordis.europa.eu/project/id/101119277,na
EASY LISTENING: Optimizing the consequences of effortful listening in occupational settings,"Excessive workplace noise has detrimental effects like stress, fatigue and mental health issues, which then impact productivity, sick leave and early retirement. Those with hearing impairments or working in noisy environments often exert extra effort to maintain performance, which can lead to increased stress and fatigue. But there are also associated positive outcomes like improved work performance, enhanced enjoyment, increased safety and greater social involvement. The EU-funded EASYLI project aims to optimise the balance by developing a novel toolbox that assesses both effort expended in listening and value derived from it. EASYLI will train six research fellows to develop this toolbox, which will employ a variety of methods, including real-time acoustic scene analysis, virtual acoustics, and physiological and subjective measures.",1677556.8,https://cordis.europa.eu/project/id/101119297,http://www.vumc.nl/
Preventing Therapy Resistance in Esophageal Cancer Using Advanced Models and Molecular Signatures,"Cancer is anticipated to become the leading cause of death in the EU by 2035. Oesophageal cancer, characterised by high resistance and varying responses to treatment, exhibits poor outcomes. The absence of a unified low-risk strategy for this disease contributes to divergent outcomes and cancer inequalities in Europe. The EU-funded PRESSURE project seeks to address this challenge by training 10 experts to develop effective treatments and policies against therapy resistance in cancer. With a specific focus on oesophageal adenocarcinoma – one of the most complex cancer types requiring innovative solutions – the project aligns with Horizon Europe's Plan to Beat Cancer. Through extensive intersectoral training, PRESSURE aims to equip researchers with comprehensive knowledge spanning the entire cancer treatment value chain.",2717755.2,https://cordis.europa.eu/project/id/101119464,http://www.vumc.nl/
“CLEAR”: Cell Envelope Antibacterials,"The discovery of penicillin initiated the antibiotic era and saved millions from dying of life-threatening bacterial infections such as tuberculosis, sepsis, and pneumonia. Penicillin kills bacteria by inhibiting synthesis of peptidoglycan, an important structure of the bacterial cell envelope. Still today, antibiotics targeting the bacterial cell envelope are the most widely used antibiotics in the world. Unfortunately, resistance to these superior antibiotics is becoming highly prevalent and antibiotic-resistant bacteria represent one of the greatest threats to human health and development today. In the CLEAR (Cell Envelope Anti-bacterials) training network, world-leading researchers from academia have gathered with clinicians and 4 highly relevant SME partners to train a new generation of excellent European scientists in finding novel solutions for targeting the cell envelope of bacteria, who know how findings in academia generate assets to SMEs, and who could bring novel antimicrobial solutions to the market. The proposed research program builds on unique findings of the project partners that allow us to take up innovative and yet feasible approaches 1) to identify novel targets in the cell envelope and to evaluate the lead structure potential of novel agents acting on the cell envelope, 2) to re-sensitize resistant bacteria to existing cell wall antibiotics, 3) and to explore novel therapies acting via the cell envelope. Impacts of this proposal are the re-use of safe and cheap antibiotics, and the drugs already approved for treatment of other diseases as novel antimicrobials. The training program combines a broad range of scientific disciplines such as molecular biology, biochemistry, structural biology, screening technologies, pre-clinical testing with complementary courses in innovation, market potential and business strategies ensuring that the 10 PhDs will be highly competitive for both top European research institutions and the pharma/biotech job market.",2706538.16,https://cordis.europa.eu/project/id/101119534,na
rEaLIzing healthcare 4.0 eXploIting the 6G netwoRk evolutION,"Advanced 6G technologies have the potential to facilitate the digitisation of healthcare within the context of Healthcare 4.0. The EU-funded ELIXIRION project is dedicated to establishing a comprehensive and innovative training and research network that integrates various disciplines. Its main goal is to lay the foundation for Healthcare 4.0 by harnessing the capabilities of 6G technologies. The project strives to provide a wide range of healthcare services to all citizens and patients. These services include ultra-low latency for time-sensitive applications, high-speed connectivity for data-intensive services, and secure access to healthcare resources, all while upholding privacy standards. ELIXIRION’s objective is to create a secure, efficient and profitable healthcare ecosystem that benefits all stakeholders.",2536970.4,https://cordis.europa.eu/project/id/101120135,http://www.auth.gr/
Medicine Made to Measure.,"Modern medicine’s goal is to customise diagnoses and treatments for individual patients, particularly those lacking available therapies due to existing development paradigms. The MSCA-funded MMM project aims to create personalised antisense oligonucleotide (ASO) treatments for patients with ultra-rare disease mutations, incorporating omics-based theranostics, preclinical target validation, innovative trial methodologies and an ethical framework for personalised genetic therapies in accordance with European Medicines Agency guidelines. Given that this emerging scientific field necessitates a fresh cohort of open-minded, technology-fluent and application-oriented specialists, the project provides driven doctoral candidates with an opportunity to construct and undergo training across all fundamental modules essential for tailored ASO treatments. This endeavour imparts education to future experts in drug development and translational processes.",2198700.0,https://cordis.europa.eu/project/id/101120256,http://www.uni-tuebingen.de/
"Understanding, Predicting and Enhancing the Stability of Organic Photovoltaics","Photovoltaics play a crucial role in the battle against climate change. Organic photovoltaics (OPV) stand out for their cost-effectiveness and high power-conversion efficiencies, but their long-term stability needs to be improved. The EU-funded OPVStability project aims to comprehend the degradation mechanisms and factors contributing to stability in organic photovoltaic materials and solar cells. It will develop tools for estimating the lifespan of organic solar cells, for the identification of stable structural motifs and device architectures, and for exploration of innovative strategies to enhance the stability of the next-generation efficient OPVs. In collaboration with academic and industrial partners and while delivering training to 10 PhD students, OPVStability will employ advanced methods such as machine learning to strengthen the stability of OPVs.",2700619.2,https://cordis.europa.eu/project/id/101120262,http://www.tugraz.at/
Acoustic and mechanical metamaterials for biomedical and energy harvesting applications,"MetacMed aims to link basic research on acoustic and mechanical metamaterials (MMs) to health and well-being issues. MMs have some remarkable properties, though to make them properly applicable to the targeted applications, their design must be carefully tailored. This will be achieved by bringing together a range of supervisory expertise and creating a network of 10 doctoral candidates (DCs), some of whom will work in the industry. The team includes beneficiaries and associated partners who, if working separately, would not be able to make the planned advances in research and innovation. DCs will each consider ways in which human health can be improved using MMs, e.g. improvement in the resolution of biomedical ultrasound imaging for e.g cancer diagnostics, the design of better spinal implants, monitoring of bone healing, the use of insoles to aid human walking. Another area of interest is to develop MMs that can be used for energy harvesting, to better power e.g. medical devices and reduce reliance on conventional power sources. These are all backed up by fundamental studies into the MMs themselves to provide the background to achieve these tasks. The balance of the network has thus been carefully considered in terms of basic science and applications, with input from industry in areas such as MMs fabrication and exploitation. Associated with the above is a strong set of training events, where the basic features of acoustic and mechanical MMs and their applications will be considered, together with soft-skills training such as writing, presenting, entrepreneurship, gender balance issues, stress management. Regular meetings of the DCs at various member locations will foster collaboration, and this will be reinforced by a carefully-selected set of secondments. A proper management system for both running the network effectively and properly monitoring and supporting PhD progression is built into the proposal, ensuring that successful outcomes are achieved by DCs.",2023236.0,https://cordis.europa.eu/project/id/101119738,na
"European Training Program to Understand, Diagnose and Treat Autosomal Dominant Retinal Diseases","In Europe, around 350 000 individuals are affected by inherited retinal diseases (IRDs), a group of conditions that were once deemed incurable. However, recent advancements have sparked groundbreaking new treatments. The primary hurdles include unresolved genetic diagnoses, unfamiliarity with disease mechanisms, and the development of gene therapy for autosomal dominant IRD (adIRD), which constitutes 25-40 % of all IRD cases. The MSCA-funded ProgRet project will establish a European training network with a specific focus on IRD mechanisms, diagnosis and therapy. The project’s objectives encompass the use of stem cell and animal models to investigate adIRD mechanisms, the enhancement of diagnostics through a single-molecule multi-omics framework, and the creation of innovative treatments based on RNA therapy and CRISPR genome editing.",2626200.0,https://cordis.europa.eu/project/id/101120562,http://www.ugent.be/
A training network on the design of precision therapeutics that target key glycan motifs implicated in cancer,"Glycoscience has made significant strides in the past decade. The MSCA-funded GlyCanDrug project seeks to design precision therapeutics targeting specific glycan motifs in cancer, addressing cancer heterogeneity and creating new avenues for drug discovery. The project’s goal is to train 10 doctoral candidates by assembling leading glycoscientists from 9 academic institutions and 6 SMEs. GlyCanDrug aims to suppress the expression of cancer-associated glycans and develop advanced targeting tools, leveraging scientific excellence and industry expertise throughout the entire process. The objective is to produce the next generation of glycoscientists equipped with unique skills in glycan-based therapy. The project will offer PhD students essential transferable skills, comprehensive knowledge and diverse insights into the potential of glycoscience to uncover precision therapeutics for cancer.",2696457.6,https://cordis.europa.eu/project/id/101119601,http://www.unifi.it/
Training network for Next generation cellular screening,"Biomedical screening conducted at the single-cell and bioparticle levels has the potential to revolutionise clinical diagnostics. The MSCA-funded NEXTSCREEN project will train researchers, enabling them to create advanced screening methods. These methods involve the automated imaging and classification of samples within a liquid stream. The researchers’ objectives are to reduce the expenses and intricacies associated with imaging flow cytometry, construct automated microscopes with high resolution, and craft real-time data processing tools for the identification and recognition of samples. This will make it possible to screen extensive populations of blood cells and bioparticles, leading to the identification of cancer biomarkers in liquid biopsy samples. Ultimately, the project aims to democratise the usage of automatic screening.",2608819.2,https://cordis.europa.eu/project/id/101119729,http://www.polimi.it/
Machine Learning for Quantum,"""The Marie Skłodowska-Curie Doctoral Network """"ML4Q - Machine Learning for Quantum"""" provides high-level interdisciplinary, intersectoral and international training to 10 doctoral researchers who will explore how machine learning and quantum science technology can be combined to (i) extend quantum and classical machine learning based prediction of materials and matter properties and to strongly-correlated regimes, and (ii) accelerate the development of quantum technologies through machine learning, thus enabling new approaches to solving outstanding problems currently out of reach of classical computers. This has the potential to address some of the world's most pressing challenges, such as developing tools for discovering more environmentally friendly chemical processes and efficient materials, or accelerating the development of quantum technologies which will give Europe an edge in the global tech race. ML4Q fellows will realize this vision will through their individual projects and interdisciplinary collaborations reinforced by a comprehensive training program which combines cutting-edge research with a focus on networking, career development for academic and non-academic career paths, open science and responsible research and innovation for society, that will enable them to shape emerging technologies and the next digital transformation in Europe. The consortium consists of 5 academic and 5 non-academic research partners (including 2 leading Eu QT startups) and 11 principal investigators who bring together all the necessary expertise computer science, AI and machine learning, quantum technology, and chemistry and materials science, as well as their interfaces. Together we will prepare the next generation of strong, resilient, flexible, and creative quantum and computer scientists with the combination of skills needed to meet the future needs of the rapidly evolving innovative materials, quantum technologies industries, as well as other knowledge based sectors.""",2532872.0,https://cordis.europa.eu/project/id/101120240,na
Multilevel inflammatory regulation in cardiometabolic disease,"The benefit of targeting inflammatory pathways in cardiometabolic disease on top of traditional healthcare and medication is evident from recent clinical studies. However, generalized blocking of inflammation also impacts on patients’ defense against infections and other immune-associated pathologies, such as cancer. Clearly, more precise interventions that target disease-specific cellular subsets and mechanisms are eagerly awaited. MIRACLE’s focus on innovation is to pave the way to precision medicine by deploying and valorizing current technological breakthroughs for a detailed definition and targeting of cardiometabolic disease-associated and causative cellular subsets. MIRACLE is inspired by latest advances in single cell biology, multi-omics analysis and newest insights in macrophage biology. These advances revealed heterogeneous and dynamic accumulation of (immune) cell populations in tissues that associate with disease initiation, development and particularly clinical outcome, a notion that has immense implications on our view of chronic inflammatory diseases and their treatment. Unique know-how is ready to be transferred to highly talented fellows. In MIRACLE, twelve young scientists will receive tailored training that enables them to study local and environmental factors that drive cardiometabolic inflammation as well as develop strategies to suppress them, via the integrated use of cutting-edge single cell, spatial mapping, computational and disease modeling approaches. Moreover, they will be able to develop and polish skills in translational science by working with biotech- and pharma experts and clinicians pledging clinically actionable outcomes. The combination of high-level science with top-notch infrastructures, resources, and solid data places MIRACLE at the forefront to move single cell biology towards cardiometabolic (precision) medicine and foster the scientists of tomorrow.",2728126.6,https://cordis.europa.eu/project/id/101119370,na
Unite! Doctoral Network in Energy Storage,"In the race towards renewable energy adoption, a pressing dilemma looms large: the efficient storage of surplus electricity generated during lulls in demand. In this context, the MSCA-funded Unite.Energy project brings together European universities, corporations, and institutions in an effort to harness hydrogen as a chemical energy storage medium, produced through cutting-edge electrolysis and photoelectrolysis methods. This transformative endeavour seeks to reduce costs across the board, from production to storage and utilisation, while maximising environmental efficiency. Beyond technological advancements, Unite.Energy aspires to nurture a new generation of enterprising researchers, fostering integration of hydrogen in the energy sector through interdisciplinary excellence.",3171187.2,https://cordis.europa.eu/project/id/101119805,http://www.upc.edu/
Base metal-catalytic cross-coupling methodologies towards sustainability,"In the world of chemical synthesis, catalysis is behind nearly 90 % of chemical and pharmaceutical production. However, noble metals like Pd, Pt, and Rh, central to many catalysts, raise sustainability and toxicity concerns. As their costs fluctuate and supply wavers, a transformation is needed. Funded by the Marie Skłodowska-Curie Actions programme, the NextBase project will forge an alliance of catalysis experts united against this challenge. The project aims to tackle the vital shift from precious to first-row transition metals (TMs), such as Mn, Fe, and Cu, in cross-coupling reactions. Capitalising on a broad expertise, this transformative project harnesses first-row TMs’ reactivity for sustainable cross-coupling, targets industrial milestones, and cultivates sustainability-conscious PhD scholars.",1595059.2,https://cordis.europa.eu/project/id/101119574,http://www.unimi.it/
EXplainable Automation for Continuum 6G infrastructures,"As we anticipate the arrival of 6G technology, the demands for an industry revolution and digital transformation are sky-high. This new era promises immersive technologies like augmented reality, mixed reality, and virtual reality experiences, connected robots, and revolutionary healthcare solutions. Yet, the monumental requirements for capacity, spectral efficiency, and infrastructure flexibility pose unprecedented hurdles. Addressing this conundrum head-on, the EU-funded EXACT-6G project steps onto the stage, determined to engineer an agile 6G system architecture that will pave the way for a seamlessly connected future. Specifically, the project integrates Reflective Intelligent Surfaces (RIS), a Compute Continuum, and Distributed Intelligent orchestration. It envisions a seamless convergence of Cloud, Edge, and Far Edge nodes. EXACT-6G shines as a beacon of connectivity.",2657167.2,https://cordis.europa.eu/project/id/101120297,http://www.athena-innovation.gr/
The Next Generation MS SPIDoc’s,"Recent viral threats underscore the urgency to confront emerging viruses with enhanced preparedness. A deeper understanding of the dynamic intricacies of viral structures is key. At the crossroads of viral evolution and medical response, a pivotal challenge arises: the need of expertise spanning theoretical understanding, instrument development, and application in the realm of structural biology for protein-drug interactions. In this context, the MSCA-funded SPIDoc’s project aims to enhance our understanding of viral structures. Merging mass spectrometry with light sources will offer unprecedented insights through X-ray based single particle imaging (SPI), among other approaches. Overall, the goal is to train a new generation of scientists, and pioneer data management standards.",2711880.0,https://cordis.europa.eu/project/id/101120312,http://www.uni-luebeck.de/
The Mechanics of Canon Formation and the Transmission of Knowledge from Graeco-Roman Antiquity,"In literature, the notion of a canonical text or author holds profound significance, conferring prestige and authority upon certain works. Yet, canons are not fixed entities, but rather subject to perpetual evolution. The enigmatic forces shaping these canons and their influence remain elusive. In this context, the MSCA-funded MECANO project seeks to shed light on the mechanics of canon formation and knowledge transmission in ancient Greek and Latin texts. To explore how texts gain canonical status and how these implicit canons change over time, the project deploys qualitative and digital methods across vast text corpora. This initiative fosters a new model for the study of canonicity and cultivating historically conscious, digitally skilled humanities scholars.",2710900.8,https://cordis.europa.eu/project/id/101120349,http://www.kuleuven.be/
Doctoral training network TAu imMunE: strategies for innovative diagnosis and therapies in dementia,"Alzheimer’s disease and its tau-related counterparts encompass a spectrum of neurodegenerative disorders characterised by the accumulation of abnormal tau protein in the brain. These tauopathies include diseases like progressive supranuclear palsy, corticobasal degeneration and frontotemporal dementia, among others. The pressing need for efficient diagnostics and treatments is undeniable, given the immense burden these diseases place on individuals, families and society at large. In this context, the MSCA-funded TAME project unites leading academic and industry experts to enhance understanding of tau-related diseases and develop safer, personalised diagnostics and interventions. Specifically, the project’s multidisciplinary approach combines molecular neuroscience, computing, chemical and bio-engineering expertise. Through training nine talented life scientists, the project emphasises research, personal development and open science.",2431389.6,https://cordis.europa.eu/project/id/101119596,http://www.cnrs.fr/
Sharing and re-using clinical trial data to maximise impact,"In the realm of medical research, valuable clinical information derived from data in clinical trials remains underutilised due to inadequate data sharing practices. This scarcity of responsible data sharing leads to inefficiencies and wastage in the pursuit of scientific breakthroughs. In this context, the EU-funded SHARE-CTD project will address this issue through a multidimensional approach built on ethical, scientific, and governance principles. It aims to enhance data sharing with researchers, improve public access to clinical study information, and foster transparency with patients participating in trials. By certifying procedures for sharing clinical trial data and reaffirming commitments to publish results, the project will increase the efficiency of medical research while training experts specialised in clinical trial transparency and reproducible research practices.",2694376.8,https://cordis.europa.eu/project/id/101120360,http://www.uni-muenchen.de/
European Network to Empower Research on CAPacitors,"Supercapacitors hold immense potential as a solution for rapid charging and regenerative energy acquisition, opening up possibilities in e-vehicles and space applications. However, the development and market introduction of this technology face critical challenges. Recognizing the need for novel materials and intersectoral collaboration, ENERCAP undertook an extensive analysis of supercapacitor technology and market trends. Its objective is to bridge the gap between academia and industry, forming a European Network to Empower Research on CAPacitors (ENERCAP). This innovative training network aims to nurture a new generation of researchers, equipped with interdisciplinary skills and an entrepreneurial spirit, poised to drive supercapacitor innovation and its successful integration into the market.",2251216.8,https://cordis.europa.eu/project/id/101120348,na
A Universal platform for recycling plastic waste using dynamic covalent bonds,"Despite the ubiquity of plastics in daily life, our capacity to recycle end-of-life plastic products remains limited. Today, most plastic waste collected in the EU is either sent to landfill or incinerated for energy recovery, which releases large amounts of greenhouse gases. A promising strategy for transforming the plastics sector into a circular economy is to increase the amount of plastic waste that is mechanically recycled. However, this amount represents less than 10% of the feedstock used to make new products in the EU, because of poor physical properties. Three formidable challenges are at the origin of this lasting problem: chain degradation during processing, immiscibility of mixtures comprising different kinds of recycled polymers, and reduced ability to efficiently recycle elastomeric materials with permanent bonds. We propose to address them with ReBond, a DN dedicated to developing a versatile platform for reinforcing polymer-polymer interfaces and improving the mechanical properties and processability of recycled plastics. We shall implement a novel strategy based on the use of vitrimers, which are permanent chemical networks comprising thermally-activated dynamic covalent crosslinks. We envision that processing of recycled polymers can be substantially enhanced through the addition of vitrimers. To accomplish this ambitious goal we have devised an interdisciplinary approach involving polymer synthesis, structure, rheology, processing and mechanical properties. A superb training program, spanning polymer chemistry, physics, and engineering, provides trainees with double doctorates and a unique scientific background with access to the state-of-the-art in the field. ReBond assembles an international team of experts from both academia and industry to provide outstanding inter-sectorial experience to the next generation of material scientists and pioneers of circular plastics economy.",3950152.8,https://cordis.europa.eu/project/id/101119786,na
Towards innovative and affordable sodium- and zinc-based electrochemical energy storage systems composed of more sustainable and locally-sourced materials,"Battery technology is vital for advancing not only renewable energy but also most energy solutions. However, the current environmentally impactful supply chain of batteries involves multiple critical raw materials that pose significant risks during acquisition, supply, and usage. Funded by the Marie Skłodowska-Curie Actions programme, the eNargiZinc project aims to revolutionise battery solutions by researching and developing alternative electrochemical energy storage technology. This technology will utilise abundant and renewable materials, providing long-term sustainability and minimising environmental impact during production. To accomplish this goal, the project will implement rigorous training programmes focused on research-based training for battery and sustainable active materials development.",2055304.8,https://cordis.europa.eu/project/id/101120311,http://www.unizar.es/
"Safe food in a world of changing climate: The doctoral training programme to develop novel control, mitigation and risk assessment methods for biotoxins","The security and safety of the global food supply is a top concern. While recent events, including the ongoing conflict in Ukraine and the energy crisis, highlighted the need for robust measures, the agricultural and food industries face another challenge. They are significantly vulnerable to contamination by biotoxins produced by plants, algae, and fungi. The unpredictable nature of these toxic metabolites is exacerbated by global warming and extreme weather events. With the support of the Marie Skłodowska-Curie Actions, the BIOTOXDoc project will launch a doctoral training programme to equip future experts to tackle biotoxin control, mitigation, and risk assessment. The training will encompass the development of early warning systems, on-site testing, detoxification strategies, and toxicity assessments of co-occurring biotoxins.",2359908.0,https://cordis.europa.eu/project/id/101119901,http://www.boku.ac.at/
A Comprehensive Translational Research and Training Pipeline Harnessing Lipid Metabolism to Improve Prostate Cancer Management and Educate Young Researchers in Tackling Complex Disease,"In the face of complex multifactorial diseases, such as cancer, and the challenges posed by our aging society, the translation of technological advancements into personalised and cost-effective treatments remains a pressing concern for the scientific community. With the support of the Marie Skłodowska-Curie Actions, the PROSTAMET project will create an immersive Doctoral Network (DN) dedicated to training the next generation of researchers in tackling these types of diseases. With a focus on prostate cancer, the project aims to bridge the gaps in translational research by exploring the untapped potential of altered lipid metabolism. By harnessing a transdisciplinary mindset and education, the project aims to establish a unique lipid-focused research pipeline.",2398219.2,https://cordis.europa.eu/project/id/101120283,http://www.kuleuven.be/
Prokaryote proteomics at high temperature for single cells,"A sustainable climate and an ecosystem-friendly economy demands novel ‘cell factories’, in which organisms convert renewable biomass into various biomaterials that would otherwise be derived from fossil fuels or (harsh) chemistry. Especially promising is the use of thermophilic bacteria and archaea that operate at high temperatures, as this can enable more efficient production processes. However, we currently know very little about the cellular protein machinery (or proteome) of thermophiles, which limits our ability to efficiently use them in cell factories.

The PROHITS project therefore creates a network for nine doctoral candidates to develop mass spectrometry (MS) driven proteomics approaches to study the in vivo proteome of thermophiles, and to apply the obtained insights to cell factory development. The first aim is to perform proteomics on single prokaryotic cells using advanced microfluidics, MS instrumentation and data analysis, to observe how proteomes vary in individual cells. The second aim is to enable thermal proteome profiling approaches for thermophiles, to observe how their proteomes respond to temperature changes. The third aim is to apply the proteomics insights for predicting how in vivo proteins respond to high temperatures, and to create more detailed genome-scale models of thermophiles. This information is used to improve an existing cell factory that produces lipids for medicine encapsulation, and to expand knowledge of thermophiles that can be used as cell factories.

To achieve this, PROHITS creates an integrated pipeline of experimental and computational approaches, built within a collaborative network of academics and industry. The doctoral candidates will obtain comprehensive and highly complementary skills, ranging from cutting-edge proteomics analysis, over data analysis and prediction, to systems biology approaches to optimize cell factories, which will enable them as future leaders of a thriving and forward-looking European bioeconomy.",2474352.0,https://cordis.europa.eu/project/id/101119980,na
European training network for developing Smart neurOmonitoring solutions to support PRecision medicine in Acute central Nervous Injury,"Traumatic brain/spinal cord injuries and strokes remain leading causes of death and disability, with limited treatment options due to the complexities of monitoring and understanding the underlying pathophysiological processes. With the support of Marie Skłodowska-Curie Actions, the SOPRANI project is a collaborative effort between clinical, biomedical, statistical, and engineering sciences. It seeks to tackle this challenge head-on. By developing novel dynamic insult monitoring technologies and integrating disease models and insult/treatment ontologies into smart multimodality monitor software, the project aims to provide improved decision support for clinicians. Access to relevant animal models and large patient databases will aid in the development of real-time autoregulation monitors and statistical disease models, paving the way for precision medicine in acute central nervous system injuries.",2141841.6,https://cordis.europa.eu/project/id/101119916,http://www.kuleuven.be/
Network for Evaluation of Propagation and Interference Training,"The widespread use of modern communication systems, the increased penetration of automated systems, the increased complexity of large systems and infrastructures, and modern society's increased reliance on technology all create an urgent need to recruit and train electromagnetic effects researchers. Most people remember the buzzing sound the radio emitted when an SMS or a call arrived on those older mobile phones. This problem appears to have been resolved, but a slew of other, often worse, interference issues remain, threatening the safety and functionality of our technological environment. Through fundamental research and collaboration with industry, the MSCA-funded NEPIT project will pave the way for novel methodologies, safer designs, improved testing, and greener solutions in complex high-tech systems for electromagnetic compatibility using reverberation chambers.",2540651.0,https://cordis.europa.eu/project/id/101119806,http://www.utwente.nl/
"Modelling, Control and Applications of Hydrodynamic Cavitation Phenomena","Hydrodynamic cavitation (HC) is known for causing damages on machines, pipelines and equipment due to the formation and implosion of tiny gas bubbles and local temperature hotspots. Controlling and utilizing these harsh micro-conditions has the potential to revolutionise process unit operations such as mixing, reactions, emulsions and particle formation for the benefit of the European process industries and global industrial community. Systematic understanding of the physicochemical phenomena occurring in HC and design of HC reactors and scale-up are missing. Now it is time to guide the research further towards game-changing implementations that utilises HC and orchestrate them in large systems that are ready for industrial deployment. Therefore, we propose the DN project CaviPRO, which aims (a) to push the current scientific boundaries and explore entirely new directions of fundamental research on controlled cavitation that is linked to state-of-the-art additive manufacturing, advanced process control and machine learning; and (b) to educate and mentor 10 curious and capable doctoral candidates to form a critical mass of fully skilled young professionals acting as multipliers to develop technologies across Europe. The network is built on synergies and complementarities between leading scientists, world-class institutions, different disciplines, and the incorporation of several industries as drivers – ranging from start-ups to SMEs to global players – from all over Europe. In the medium- to long-term, we have the joint vision to create new and sustainable education structures with strong involvement from key stakeholders. The approach blends research, manufacturing and customer driven process design in an innovative way with short times to market, high efficiency and low costs. This will build a continuous stream of leading European scientists who will create new knowledge and innovations in the future, resulting in rapid economic growth and leadership in this field.",2164852.8,https://cordis.europa.eu/project/id/101113564,na
